name,platform,year_of_release,genre,na_sales,eu_sales,jp_sales,other_sales,critic_score,user_score,rating
Alpha Protocol,PS3,2010,Role-Playing,0.19,0.17,0.0,0.07,64.0,69.0,M
Wolfenstein: The Old Blood,PS4,2015,Action,0.1,0.25,0.02,0.06,76.0,80.0,unknown
Deer Drive,DS,2010,Sports,0.4,0.0,0.0,0.02,,,T
Petz: Horsez 2,DS,2007,Simulation,0.39,0.0,0.0,0.03,,,E
Rayman Legends,X360,2013,Platform,0.19,0.2,0.0,0.04,90.0,82.0,E10+
Madden NFL 2003,GC,2002,Sports,0.33,0.09,0.0,0.01,92.0,85.0,E
Backyard Baseball,GBA,2002,Sports,0.31,0.11,0.0,0.01,,,unknown
Midway Arcade Treasures,XB,2003,Misc,0.33,0.08,0.0,0.01,74.0,,T
Disney Sing It,X360,2008,Misc,0.39,0.01,0.0,0.03,53.0,52.0,E
Remington Great American Bird Hunt,Wii,2009,Sports,0.4,0.0,0.0,0.03,,,T
Microsoft Flight Simulator X,PC,2006,Simulation,0.02,0.36,0.0,0.05,80.0,76.0,E
Bakugan: Battle Brawlers,PS2,2009,Action,0.21,0.16,0.0,0.05,,57.0,E
NHL FaceOff 99,PS,1997,Sports,0.24,0.16,0.0,0.03,,,unknown
SEGA Classics Collection,PS2,2005,Misc,0.21,0.16,0.0,0.05,46.0,67.0,T
Crash: Mind Over Mutant,Wii,2008,Platform,0.35,0.05,0.0,0.03,70.0,66.0,E10+
Naruto: Ninja Council 3,DS,2006,Action,0.39,0.0,0.0,0.03,56.0,65.0,E10+
Dai-2-Ji Super Robot Taisen Z: Hakai-hen,PSP,2011,Strategy,0.0,0.0,0.42,0.0,,,unknown
Neon Genesis Evangelion 2nd Impression,SAT,1997,Role-Playing,0.0,0.0,0.42,0.0,,,unknown
NBA Street,GC,2002,Sports,0.33,0.09,0.0,0.01,88.0,86.0,E
Def Jam Icon,PS3,2007,Action,0.16,0.19,0.0,0.08,68.0,44.0,M
2014 FIFA World Cup Brazil,X360,2014,Sports,0.15,0.25,0.0,0.03,74.0,44.0,E
The Legend of Spyro: The Eternal Night,PS2,2007,Platform,0.21,0.16,0.0,0.05,54.0,54.0,E10+
Atelier Totori: The Adventurer of Arland,PS3,2010,Role-Playing,0.12,0.06,0.21,0.03,74.0,67.0,T
Mega Man Battle Network,GBA,2001,Role-Playing,0.14,0.05,0.22,0.01,79.0,89.0,E
Juiced: Eliminator,PSP,2006,Racing,0.11,0.2,0.0,0.12,65.0,82.0,T
25 to Life,PS2,2006,Shooter,0.35,0.01,0.0,0.06,39.0,49.0,M
NHL 2K6,PS2,2005,Sports,0.21,0.16,0.0,0.05,81.0,58.0,E10+
Medal of Honor: Rising Sun,GC,2003,Shooter,0.33,0.09,0.0,0.01,68.0,64.0,T
The Sims,XB,2003,Simulation,0.31,0.1,0.0,0.01,84.0,69.0,T
Dog's Life,PS2,2003,Adventure,0.21,0.16,0.0,0.05,64.0,31.0,T
The X Files,PS,1999,Adventure,0.24,0.16,0.0,0.03,,,unknown
Super Wagyan Land,SNES,1991,Action,0.0,0.0,0.42,0.0,,,unknown
Rascal,PS,1998,Action,0.24,0.16,0.0,0.03,,,unknown
"Barbie: Jet, Set & Style!",DS,2011,Misc,0.34,0.05,0.0,0.03,,,unknown
Tony Hawk's American Wasteland,GC,2005,Sports,0.33,0.08,0.0,0.01,76.0,77.0,T
Command & Conquer 3: Tiberium Wars,X360,2007,Strategy,0.35,0.04,0.0,0.03,,,unknown
Sin and Punishment: Star Successor,Wii,2009,Shooter,0.19,0.14,0.06,0.03,,,unknown
Crash: Mind Over Mutant,PSP,2008,Platform,0.11,0.2,0.0,0.11,,65.0,E10+
Ben 10 Alien Force: Vilgax Attacks,DS,2009,Action,0.22,0.16,0.0,0.04,,,E
Famicom Mini: Super Mario Bros. 2,GBA,2004,Platform,0.0,0.0,0.41,0.01,,,unknown
Colony Wars,PS,1997,Simulation,0.24,0.16,0.0,0.03,91.0,78.0,E
All-Star Baseball 2004,PS2,2003,Sports,0.21,0.16,0.0,0.05,78.0,75.0,E
Big Strike Bowling,PS,2003,Sports,0.23,0.16,0.0,0.03,,,unknown
Skylanders: SuperChargers,X360,2015,Action,0.25,0.13,0.0,0.04,,54.0,E10+
Ben 10 Alien Force: Vilgax Attacks,PSP,2009,Action,0.13,0.19,0.0,0.11,,,E10+
NASCAR Thunder 2002,PS,2001,Racing,0.23,0.16,0.0,0.03,69.0,69.0,E
Batman: Arkham Origins Blackgate,PSV,2013,Action,0.16,0.17,0.0,0.1,61.0,68.0,T
Zone of the Enders HD Collection,PS3,2012,Simulation,0.21,0.07,0.09,0.05,73.0,80.0,M
Grandia,SAT,1997,Role-Playing,0.0,0.0,0.42,0.0,,,unknown
2010 FIFA World Cup South Africa,Wii,2010,Sports,0.23,0.15,0.01,0.04,70.0,67.0,E
ESPN NHL 2K5,XB,2004,Sports,0.32,0.09,0.0,0.02,88.0,85.0,E
Yu-Gi-Oh! 7 Trials to Glory: World Championship Tournament 2005,GBA,2005,Misc,0.3,0.11,0.0,0.01,,,unknown
Hot Wheels World Race,PS2,2003,Racing,0.21,0.16,0.0,0.05,55.0,77.0,E
Avatar: The Last Airbender - The Burning Earth,PS2,2007,Action,0.21,0.16,0.0,0.05,,,unknown
Superman: Shadow of Apokolips,PS2,2002,Action,0.21,0.16,0.0,0.05,64.0,72.0,E
Trials Fusion,PS4,2014,Racing,0.13,0.22,0.01,0.07,79.0,72.0,E10+
American Chopper,PS2,2004,Racing,0.35,0.01,0.0,0.06,47.0,75.0,T
NASCAR Kart Racing,Wii,2009,Racing,0.39,0.0,0.0,0.03,70.0,81.0,E
Star Wars Trilogy: Apprentice of the Force,GBA,2004,Action,0.3,0.11,0.0,0.01,60.0,,E
Guitar Hero: Smash Hits,X360,2009,Misc,0.23,0.15,0.0,0.04,71.0,59.0,T
Lemony Snicket's A Series of Unfortunate Events,GBA,2004,Platform,0.3,0.11,0.0,0.01,72.0,80.0,E
JGTC: All-Japan Grand Touring Car Championship,PS,1998,Racing,0.23,0.16,0.0,0.03,,,unknown
Virtua Tennis 4: World Tour,PSV,2011,Sports,0.04,0.28,0.01,0.09,,,unknown
Arc the Lad III,PS,1999,Role-Playing,0.0,0.0,0.39,0.03,,,unknown
Just Dance: Summer Party,Wii,2011,Misc,0.4,0.0,0.0,0.02,,,E10+
SpongeBob's Truth or Square (US sales),DS,2009,Action,0.42,0.0,0.0,0.0,,,unknown
Mobile Suit Gundam: Gundam vs. Gundam,PSP,2008,Fighting,0.0,0.0,0.42,0.0,,,unknown
Test Drive,XB,2002,Racing,0.35,0.05,0.0,0.02,71.0,87.0,T
Jikkyou Powerful Pro Yakyuu 11,PS2,2004,Sports,0.0,0.0,0.42,0.0,,,unknown
Petz: Horsez 2,Wii,2007,Simulation,0.39,0.0,0.0,0.03,,,E
The Adventures of Jimmy Neutron Boy Genius: Jet Fusion,PS2,2003,Action,0.21,0.16,0.0,0.05,,,unknown
Pirates of the Caribbean: At World's End,PSP,2007,Action,0.15,0.17,0.0,0.1,61.0,70.0,T
Dr. Mario 64,N64,2001,Puzzle,0.34,0.07,0.0,0.0,,,unknown
Jikkyou Powerful Pro Yakyuu 6,N64,1999,Sports,0.0,0.0,0.39,0.03,,,unknown
Army Men: Sarge's Heroes 2,N64,2000,Shooter,0.34,0.07,0.0,0.0,,,unknown
Rush 2: Extreme Racing USA,N64,1998,Racing,0.35,0.06,0.0,0.0,,,unknown
NFL Blitz 2001,N64,2000,Sports,0.34,0.07,0.0,0.0,,,unknown
James Bond 007: Everything or Nothing,GC,2004,Shooter,0.32,0.08,0.0,0.01,84.0,82.0,T
NBA Live 06,PSP,2005,Sports,0.39,0.0,0.0,0.03,80.0,76.0,E
MLB 08: The Show,PS2,2008,Sports,0.35,0.01,0.0,0.06,84.0,73.0,E
Horsez,DS,2006,Simulation,0.38,0.01,0.0,0.03,,87.0,E
Dance Dance Revolution Ultramix 2,XB,2004,Simulation,0.32,0.09,0.0,0.02,78.0,71.0,E
Mega Man Anniversary Collection,GC,2004,Platform,0.32,0.08,0.0,0.01,81.0,88.0,E
Crash: Mind Over Mutant,DS,2008,Platform,0.38,0.0,0.0,0.03,45.0,58.0,E
Super Famista 4,SNES,1995,Sports,0.0,0.0,0.42,0.0,,,unknown
The Fairly Odd Parents: Game Boy Advance Video Volume 2,GBA,2004,Misc,0.3,0.11,0.0,0.01,,,unknown
How to Train Your Dragon,Wii,2010,Action,0.23,0.15,0.0,0.04,59.0,70.0,E10+
Cabela's Legendary Adventures,PS2,2008,Sports,0.21,0.16,0.0,0.05,,,T
Story of Seasons,3DS,2014,Simulation,0.0,0.14,0.27,0.01,76.0,82.0,E10+
Taiko no Tatsujin DS: Dororon! Youkai Daikessen!!,DS,2010,Misc,0.0,0.0,0.42,0.0,,,unknown
Harry Potter and the Goblet of Fire,GC,2005,Action,0.32,0.08,0.0,0.01,69.0,63.0,E10+
Thrillville: Off the Rails,PS2,2007,Strategy,0.2,0.16,0.0,0.05,70.0,17.0,E10+
Metro: Last Light,PS3,2013,Action,0.14,0.18,0.03,0.07,80.0,82.0,unknown
NBA 2K11,PSP,2010,Action,0.39,0.0,0.0,0.03,,64.0,E
Mega Man X6,PS,2001,Action,0.14,0.1,0.16,0.03,65.0,68.0,E
BloodRayne,PS2,2002,Shooter,0.2,0.16,0.0,0.05,75.0,85.0,M
Kumamon Bomber: Puzzle de Kumamon Taisou,GC,2005,Puzzle,0.32,0.08,0.0,0.01,,,unknown
Castlevania: Curse of Darkness,PS2,2005,Action,0.18,0.14,0.05,0.05,70.0,75.0,M
NBA 2K13,Wii,2012,Sports,0.36,0.03,0.0,0.03,,75.0,E
International Superstar Soccer Pro '98,PS,1998,Sports,0.02,0.02,0.35,0.03,,,unknown
LEGO Rock Band,PS3,2009,Misc,0.24,0.12,0.0,0.06,75.0,76.0,E10+
Jimmy Neutron: Boy Genius,GBA,2001,Platform,0.3,0.11,0.0,0.01,,,unknown
Black,XB,2006,Shooter,0.31,0.09,0.0,0.01,77.0,80.0,M
Double Pack: Finding Nemo / The Incredibles,XB,2006,Action,0.31,0.09,0.0,0.01,,,unknown
Spec Ops: The Line,X360,2012,Shooter,0.21,0.17,0.0,0.04,76.0,82.0,M
NHL Slapshot,Wii,2099,Sports,0.39,0.0,0.0,0.02,76.0,81.0,E
Paper Mario: Color Splash,WiiU,2016,Role-Playing,0.2,0.14,0.05,0.03,75.0,68.0,E
Valkyrie Profile: Covenant of the Plume,DS,2008,Role-Playing,0.22,0.02,0.16,0.02,74.0,68.0,T
Vanquish,X360,2010,Shooter,0.19,0.16,0.03,0.04,84.0,84.0,M
Solitaire Overload,DS,2007,Misc,0.39,0.0,0.0,0.03,,92.0,E
TRON: Evolution,PS3,2010,Action,0.27,0.09,0.0,0.05,58.0,62.0,T
Lord of the Rings: The Third Age,XB,2004,Role-Playing,0.31,0.09,0.0,0.01,,,unknown
Pirates of the Caribbean: At World's End,PS2,2007,Action,0.2,0.16,0.0,0.05,54.0,70.0,T
Mega Man Legends 2,PS,2000,Adventure,0.17,0.12,0.1,0.03,76.0,88.0,E
X-Men vs. Street Fighter,PS,1997,Fighting,0.16,0.11,0.12,0.03,,,unknown
Blazing Angels: Squadrons of WWII,X360,2006,Simulation,0.36,0.02,0.0,0.03,66.0,79.0,T
Zack & Wiki: Quest for Barbaros' Treasure,Wii,2007,Adventure,0.18,0.16,0.03,0.04,,,unknown
High Rollers Casino,PS2,2004,Misc,0.2,0.16,0.0,0.05,,,E
TERA,PC,2099,Role-Playing,0.25,0.12,0.0,0.05,77.0,68.0,M
Attack on Titan: Humanity in Chains,3DS,2013,Action,0.0,0.0,0.42,0.0,46.0,45.0,M
The Suffering,PS2,2004,Action,0.2,0.16,0.0,0.05,77.0,89.0,M
Cyber Troopers Virtual-On,SAT,1995,Fighting,0.0,0.0,0.42,0.0,,,unknown
Star Wars Starfighter: Special Edition,XB,2001,Simulation,0.3,0.1,0.0,0.02,76.0,,T
Animal Crossing: Amiibo Festival,WiiU,2015,Misc,0.19,0.11,0.09,0.03,46.0,44.0,E
NBA Jam,PS2,2003,Sports,0.2,0.16,0.0,0.05,,,unknown
Zone of the Enders: The 2nd Runner,PS2,2003,Simulation,0.15,0.12,0.11,0.04,82.0,89.0,M
Just Dance 2014,PS4,2013,Misc,0.19,0.16,0.0,0.07,75.0,55.0,E10+
Jampack Spring 2004 (RP-T),PS2,2003,Misc,0.2,0.16,0.0,0.05,,,unknown
Dexter's Laboratory Deesaster Strikes,GBA,2001,Adventure,0.3,0.11,0.0,0.01,,,unknown
NFL GameDay 2004,PS2,2003,Sports,0.2,0.16,0.0,0.05,65.0,87.0,E
Condemned: Criminal Origins,X360,2005,Action,0.36,0.02,0.0,0.03,81.0,82.0,M
Scooby-Doo and the Cyber Chase,GBA,2001,Adventure,0.3,0.11,0.0,0.01,,,unknown
Wheel of Fortune,DS,2010,Misc,0.39,0.0,0.0,0.03,,,E
Tomb Raider: The Last Revelation,PC,1998,Action,0.41,0.0,0.0,0.0,,86.0,T
pro evolution soccer 2011,PS2,2010,Sports,0.04,0.21,0.05,0.11,,67.0,E
Sega Rally Championship 2,DC,1999,Racing,0.0,0.0,0.41,0.0,,,unknown
Quake II,PS,1998,Shooter,0.23,0.16,0.0,0.03,,,unknown
Crash of the Titans,PS2,2007,Action,0.34,0.01,0.0,0.06,70.0,59.0,E10+
EA Sports UFC 2,XOne,2016,Sports,0.24,0.14,0.0,0.04,76.0,60.0,T
MLB 10: The Show,PS2,2010,Sports,0.2,0.16,0.0,0.05,,,E
Wheel of Fortune: 2nd Edition,PS,2000,Misc,0.23,0.16,0.0,0.03,,,unknown
Tom Clancy's Rainbow Six: Lockdown,XB,2005,Shooter,0.26,0.13,0.0,0.02,74.0,66.0,M
Mobile Suit Gundam: Gundam vs. Gundam NEXT PLUS,PSP,2009,Fighting,0.0,0.0,0.41,0.0,,,unknown
TimeShift,X360,2007,Shooter,0.36,0.02,0.0,0.03,70.0,79.0,M
Cool Boarders 2001,PS,2000,Sports,0.23,0.16,0.0,0.03,56.0,,E
Grudge Warriors,PS,1999,Action,0.23,0.16,0.0,0.03,,,unknown
Farming Simulator 17,PS4,2016,Simulation,0.05,0.31,0.0,0.06,69.0,87.0,E
World Soccer Jikkyou Winning Eleven 2000: U-23 Medal heno Chousen,PS,2000,Sports,0.0,0.0,0.39,0.03,,,unknown
Castlevania: The Dracula X Chronicles,PSP,2007,Platform,0.22,0.09,0.04,0.07,80.0,78.0,T
Mobile Suit Gundam,SAT,1995,Action,0.0,0.0,0.41,0.0,,,unknown
Tom Clancy's HAWX 2,PS3,2010,Action,0.21,0.12,0.03,0.05,70.0,68.0,T
Battlefield: Hardline,PS3,2015,Shooter,0.13,0.15,0.07,0.06,,53.0,M
Jimmy Neutron: Boy Genius,PS2,2002,Platform,0.2,0.16,0.0,0.05,,58.0,E
Itadaki Street DS,DS,2007,Misc,0.0,0.0,0.41,0.0,,,unknown
X-Men: The Official Game,PS2,2006,Action,0.2,0.16,0.0,0.05,52.0,75.0,T
Terraria,PS3,2013,Action,0.07,0.2,0.09,0.05,81.0,79.0,T
LEGO Dimensions,XOne,2015,Action,0.22,0.15,0.0,0.04,80.0,69.0,E10+
Football Manager Handheld 2011,PSP,2010,Sports,0.0,0.27,0.0,0.14,77.0,77.0,E
300: March to Glory,PSP,2007,Action,0.27,0.08,0.0,0.07,55.0,71.0,M
Marvel Super Hero Squad,DS,2009,Fighting,0.36,0.02,0.0,0.03,61.0,28.0,E10+
Call of Duty: Modern Warfare: Mobilized,DS,2009,Shooter,0.36,0.02,0.0,0.03,,,unknown
NHL 15,XOne,2014,Sports,0.31,0.06,0.0,0.04,59.0,32.0,E10+
E0: Enemy Zero,SAT,1996,Adventure,0.0,0.0,0.41,0.0,,,unknown
Tom Clancy's The Division,PC,2016,Shooter,0.22,0.15,0.0,0.04,79.0,58.0,M
Yu-Gi-Oh! GX: Tag Force 2,PSP,2007,Strategy,0.03,0.19,0.1,0.1,,,unknown
Nicktoons: Unite!,PS2,2005,Adventure,0.34,0.01,0.0,0.06,,,unknown
JumpStart: Escape from Adventure Island,Wii,2009,Adventure,0.38,0.0,0.0,0.03,68.0,,E
Green Day: Rock Band,PS3,2010,Misc,0.19,0.15,0.0,0.06,76.0,63.0,T
NASCAR Racing,PS,1996,Racing,0.23,0.16,0.0,0.03,,,unknown
FIFA 14,PSV,2013,Sports,0.08,0.23,0.01,0.09,,18.0,E
Monotaro Dentetsu 2010: Sengoku Ishin no Hero Daishuugou! no Maki,Wii,2009,Misc,0.0,0.0,0.41,0.0,,,unknown
Cars: Race-O-Rama,PSP,2009,Racing,0.29,0.07,0.0,0.06,,,E
Boku no Natsuyasumi 2: Umi no Bouken Hen,PS2,2002,Adventure,0.0,0.0,0.41,0.0,,,unknown
F1 2014,PS3,2014,Racing,0.07,0.26,0.02,0.06,62.0,41.0,E
Command & Conquer: Red Alert,PS,1997,Strategy,0.23,0.16,0.0,0.03,,,unknown
Cars: Mater-National Championship,PS3,2007,Racing,0.37,0.01,0.0,0.03,63.0,48.0,E
Call of Duty: Black Ops II,WiiU,2012,Shooter,0.2,0.18,0.0,0.03,81.0,69.0,M
Ogre Battle 64: Person of Lordly Caliber,N64,1999,Role-Playing,0.1,0.02,0.25,0.04,,,unknown
Superman: The New Superman Adventures,N64,1999,Action,0.33,0.07,0.0,0.0,,,unknown
Dig Dug,NES,1985,Puzzle,0.0,0.0,0.41,0.0,,,unknown
BioShock,PC,2007,Shooter,0.01,0.39,0.0,0.02,96.0,85.0,M
The Terminator: Dawn of Fate,PS2,2002,Action,0.2,0.16,0.0,0.05,58.0,57.0,T
Rogue Galaxy: Director's Cut,PS2,2007,Role-Playing,0.2,0.16,0.0,0.05,,,unknown
Armored Core,PS,1997,Simulation,0.13,0.09,0.16,0.03,,,unknown
The Smurfs,DS,2011,Action,0.23,0.14,0.0,0.04,,,E
Densha De Go! 2,PS,1999,Simulation,0.0,0.0,0.38,0.03,,,unknown
Medal of Honor Heroes 2,Wii,2007,Shooter,0.33,0.04,0.01,0.03,73.0,76.0,T
Top Spin 4,X360,2011,Sports,0.15,0.22,0.0,0.04,84.0,82.0,E
James Patterson Women's Murder Club: Games of Passion,DS,2009,Adventure,0.15,0.22,0.0,0.05,53.0,,T
Band Hero,PS2,2009,Misc,0.15,0.06,0.0,0.2,,44.0,E10+
Armored Core 2: Another Age,PS2,2001,Simulation,0.11,0.08,0.19,0.03,75.0,88.0,T
Buzz! Junior: Jungle Party,PS2,2006,Misc,0.2,0.16,0.0,0.05,,,unknown
God Eater 2: Rage Burst,PSV,2015,Role-Playing,0.0,0.03,0.37,0.01,,81.0,T
Mortal Kombat: Deadly Alliance,GC,2002,Fighting,0.31,0.08,0.0,0.01,81.0,87.0,M
NBA 2K11,PS2,2010,Action,0.34,0.01,0.0,0.06,,,E
AKB1/48: Idol to Koishitara...,PSP,2010,Misc,0.0,0.0,0.41,0.0,,,unknown
Pro Pinball,PS,1996,Misc,0.23,0.15,0.0,0.03,,,unknown
NiGHTS: Journey of Dreams,Wii,2007,Platform,0.32,0.02,0.04,0.03,69.0,85.0,E
'98 Koshien,PS,1998,Sports,0.15,0.1,0.12,0.03,,,unknown
Harvest Moon: Grand Bazaar,DS,2008,Simulation,0.21,0.05,0.13,0.02,,,unknown
NBA 2K9,PS2,2008,Sports,0.34,0.01,0.0,0.06,,80.0,E
Yu-Gi-Oh! The Eternal Duelist Soul (JP sales),GBA,2001,Misc,0.0,0.0,0.4,0.01,,,unknown
Up,PSP,2009,Action,0.24,0.09,0.0,0.07,,,E
Hatsune Miku: Project Diva 2nd,PSP,2010,Misc,0.0,0.0,0.41,0.0,,,unknown
Marvel: Ultimate Alliance 2,PS2,2009,Role-Playing,0.23,0.02,0.0,0.16,,46.0,T
Monster Jam: Urban Assault,Wii,2008,Racing,0.38,0.0,0.0,0.03,,78.0,E
Call of Duty: Advanced Warfare,PC,2014,Shooter,0.15,0.23,0.0,0.03,78.0,45.0,M
Mario no Super Picross,SNES,1995,Puzzle,0.0,0.0,0.41,0.0,,,unknown
UEFA Euro 2008 Austria-Switzerland,PS3,2008,Sports,0.08,0.26,0.0,0.06,,,unknown
"Ed, Edd n Eddy: The Mis-Edventures",PS2,2005,Platform,0.34,0.01,0.0,0.06,50.0,76.0,E
Jikkyou Powerful Pro Yakuu '94,SNES,1994,Sports,0.0,0.0,0.41,0.0,,,unknown
Disney's Tarzan Untamed,PS2,2001,Platform,0.2,0.16,0.0,0.05,59.0,71.0,E
WWE All Stars,PS3,2011,Fighting,0.16,0.18,0.0,0.07,75.0,64.0,T
Green Day: Rock Band,X360,2010,Misc,0.24,0.13,0.0,0.04,75.0,66.0,T
Harry Potter and the Deathly Hallows - Part 1,DS,2010,Action,0.19,0.18,0.0,0.04,56.0,60.0,E10+
Resistance: Burning Skies,PSV,2012,Shooter,0.18,0.15,0.02,0.06,60.0,68.0,M
Battlefield 2: Modern Combat,X360,2006,Shooter,0.35,0.02,0.01,0.03,77.0,73.0,T
Rocksmith 2014,XOne,2014,Misc,0.29,0.08,0.0,0.04,,,unknown
Knockout Kings 2001,PS,2000,Fighting,0.23,0.15,0.0,0.03,84.0,85.0,T
From Russia With Love,PS2,2005,Action,0.34,0.01,0.0,0.06,69.0,76.0,T
Fantastic Pets,X360,2011,Simulation,0.3,0.08,0.0,0.03,66.0,75.0,E
BlazBlue: Continuum Shift,PS3,2010,Fighting,0.21,0.07,0.09,0.04,87.0,80.0,T
Duke Nukem Forever,PC,2011,Shooter,0.18,0.17,0.0,0.06,54.0,57.0,M
Dragon Quest X,WiiU,2013,Role-Playing,0.0,0.0,0.41,0.0,,,unknown
Minority Report: Everybody Runs,PS2,2002,Action,0.2,0.15,0.0,0.05,50.0,50.0,T
Katamari Forever,PS3,2009,Puzzle,0.26,0.04,0.06,0.04,74.0,81.0,E
Disney's Hercules / Disney's The Jungle Book: Groove Party / A Bug's Life,PS,2003,Misc,0.23,0.15,0.0,0.03,,,unknown
NFL GameDay 2002,PS,2001,Sports,0.23,0.15,0.0,0.03,62.0,88.0,E
Pengo,2600,1983,Adventure,0.38,0.02,0.0,0.0,,,unknown
Spider-Man: Web of Shadows,X360,2008,Action,0.36,0.02,0.0,0.03,68.0,86.0,T
Naughty Bear,X360,2010,Action,0.21,0.15,0.0,0.04,43.0,56.0,T
Mouse Trap,2600,1981,Action,0.38,0.02,0.0,0.0,,,unknown
Tak and the Power of Juju,GC,2003,Platform,0.31,0.08,0.0,0.01,71.0,82.0,E
Six Flags Fun Park,Wii,2009,Misc,0.27,0.09,0.0,0.04,43.0,71.0,E10+
Just Dance Kids 2,X360,2011,Misc,0.29,0.08,0.0,0.03,,,E
Beowulf: The Game,X360,2007,Action,0.36,0.01,0.0,0.03,51.0,47.0,M
NBA Jam,Wii,2010,Sports,0.36,0.02,0.0,0.02,79.0,85.0,E
Rune Factory 3: A Fantasy Harvest Moon,DS,2009,Role-Playing,0.26,0.03,0.1,0.02,77.0,86.0,E
Dragon Quest Builders: Revive Alefgard,PS4,2016,Role-Playing,0.04,0.11,0.22,0.03,,,unknown
Star Wars The Clone Wars: Republic Heroes,PSP,2009,Action,0.21,0.12,0.0,0.07,,,T
Tales of Zestiria,PS4,2015,Role-Playing,0.17,0.15,0.02,0.06,72.0,68.0,T
Metal Gear Solid: The Legacy Collection,PS3,2013,Adventure,0.31,0.01,0.03,0.06,93.0,90.0,M
Medarot: Kabuto / Kuwagata Version,GB,1997,Role-Playing,0.0,0.0,0.4,0.0,,,unknown
NBA 2K10,PS2,2009,Sports,0.33,0.01,0.0,0.05,,86.0,E
Defender,PS2,2002,Misc,0.2,0.15,0.0,0.05,73.0,78.0,T
NFL GameDay 2003,PS2,2099,Sports,0.2,0.15,0.0,0.05,60.0,,E
TNA iMPACT!,PS3,2008,Fighting,0.22,0.12,0.0,0.06,,,unknown
Taiko no Tatsujin Wii: Dodon to 2 Yome!,Wii,2009,Misc,0.0,0.0,0.4,0.0,,,unknown
Congo Bongo,2600,1982,Action,0.37,0.02,0.0,0.0,,,unknown
Gauntlet: Seven Sorrows,PS2,2005,Role-Playing,0.2,0.15,0.0,0.05,59.0,57.0,T
Harry Potter: Quidditch World Cup,GC,2003,Sports,0.31,0.08,0.0,0.01,68.0,85.0,E
Warriors Orochi 2 (JP sales),PS2,2008,Action,0.0,0.0,0.4,0.0,,,unknown
Cabela's Big Game Hunter 2010,PS3,2009,Sports,0.37,0.0,0.0,0.03,,50.0,T
Overlord,X360,2007,Strategy,0.34,0.03,0.01,0.03,76.0,83.0,T
The Chronicles of Narnia: Prince Caspian,PS2,2008,Action,0.2,0.15,0.0,0.05,67.0,70.0,T
The Incredibles: Rise of the Underminer,GBA,2005,Action,0.29,0.11,0.0,0.01,,,E
Life is Strange,PS4,2016,Adventure,0.15,0.15,0.03,0.06,85.0,86.0,M
Pet in TV,PS,1997,Strategy,0.0,0.0,0.38,0.03,,,unknown
Battalion Wars,GC,2005,Strategy,0.25,0.07,0.07,0.01,76.0,88.0,T
NBA ShootOut 2000,PS,1999,Sports,0.22,0.15,0.0,0.03,,,unknown
Power Rangers: Dino Thunder,GC,2004,Action,0.31,0.08,0.0,0.01,49.0,,E
Samurai Shodown,SNES,1994,Fighting,0.0,0.0,0.4,0.0,,,unknown
Mass Effect Trilogy,X360,2012,Action,0.28,0.09,0.0,0.03,,74.0,M
The Wonderful 101,WiiU,2013,Action,0.19,0.1,0.08,0.03,78.0,85.0,T
SpongeBob SquigglePants,Wii,2011,Misc,0.35,0.02,0.0,0.03,59.0,,E
Fighting Vipers,SAT,1995,Fighting,0.0,0.0,0.4,0.0,,,unknown
Yu-Gi-Oh! 5D's Stardust Accelerator: World Championship 2009,DS,2009,Action,0.27,0.01,0.09,0.03,,,unknown
NCAA GameBreaker 2000,PS,1999,Sports,0.22,0.15,0.0,0.03,,,unknown
Asura's Wrath,PS3,2012,Action,0.18,0.12,0.06,0.05,71.0,74.0,T
The Legend of Spyro: Dawn of the Dragon,PS2,2008,Platform,0.12,0.01,0.0,0.27,,71.0,E10+
AKB1/48: Idol to Guam de Koishitara...,PSP,2011,Misc,0.0,0.0,0.4,0.0,,,unknown
NFL Quarterback Club 2000,N64,1999,Sports,0.37,0.03,0.0,0.0,,,unknown
Mortal Kombat Mythologies: Sub-Zero,N64,1997,Fighting,0.32,0.07,0.0,0.0,,,unknown
RR64: Ridge Racer 64,N64,1999,Racing,0.32,0.07,0.0,0.0,,,unknown
Top Gear Rally,N64,1997,Racing,0.32,0.07,0.0,0.0,,,unknown
18 Wheeler: American Pro Trucker,PS2,2001,Racing,0.2,0.15,0.0,0.05,61.0,57.0,E
"Transformers: Revenge of the Fallen (XBox 360, PS3, & PC Versions)",PSP,2009,Shooter,0.17,0.14,0.0,0.08,,,unknown
Wall-E,PS3,2008,Platform,0.12,0.21,0.0,0.08,51.0,50.0,E
Atari Anthology,PS2,2004,Misc,0.33,0.01,0.0,0.05,66.0,43.0,E
FIFA 14,PC,2013,Sports,0.01,0.36,0.0,0.03,87.0,46.0,E
Bugs Bunny: Lost in Time,PS,1999,Platform,0.22,0.15,0.0,0.03,,,unknown
Hot Wheels: Beat That!,PS2,2007,Racing,0.2,0.15,0.0,0.05,,,E
MLB 2006,PS2,2005,Sports,0.33,0.01,0.0,0.05,81.0,90.0,E
Ragnarok Odyssey,PSV,2012,Role-Playing,0.2,0.01,0.16,0.03,66.0,78.0,T
Brunswick Pro Bowling,PS2,2007,Sports,0.2,0.15,0.0,0.05,,,E
The Gunstringer,X360,2011,Shooter,0.26,0.1,0.0,0.04,77.0,81.0,T
